referenceKey,FinalRelevance,Year,Author,Title,Journal,DOI
4X4ANUIW,NO,2015,"Diaz Velez, Maria Celeste; Silva, Wesley R.; Pizo, Marco A.; Galetto, Leonardo",Movement Patterns of Frugivorous Birds Promote Functional Connectivity Among Chaco Serrano Woodland Fragments in Argentina,Biotropica,10.1111/btp.12233
MRC7F25R,NO,2015,"Lasso, Eloisa; Barrientos, Lucas Santiago",Epizoocoria Por Medio De Iguanas En El Bosque Seco: Un Mecanismo De Dispersion De Semillas Pasado Por Alto?,Colombia Forestal,10.14483/udistrital.jour.colomb.for.2015.1.a09
7S2NA2UZ,NO,2014,"Henriquez, Erica B.; Diaz Isenrath, Gabriela B.; Cona, Monica I.; Campos, Claudia M.","Dispersion Endozoorica Por Lepus Europaeus (lagomorpha, Leporidae) En El Ecotono Monte-patagonia, Argentina",Mastozoologia neotropical,
W4FDKUKR,NO,2013,"Correa-Gomez, Diego Felipe; Stevenson, Pablo Roberto; Alvarez, Esteban; Aldana, Ana Maria; Umana, Maria; Cano, Angela; Adarve, Juan; Benitez, Doris; Castano, Alejandro; Cogollo, Alvaro; Devia, Wilson; Fernandez, Fernando; Garcia, Lina Maria; Melo, Omar; Penuela, Maria Cristina; Restrepo, Zorayda; Serna, Marcela; Velasquez, Oswaldo; Velazquez, Cesar; von Hildebrand, Patricio",Patrones De Frecuencia Y Abundancia De Sistemas De Dispersion De Plantas,Colombia Forestal,
2VW5HXIV,NO,2012,"Aranda-Rickert, Adriana; Fracchia, Sebastian",La Biologia De Pogonomyrmex Cunicularius Pencosensis (hymenoptera: Formicidae) En Relacion Con Su Comportamiento Como Dispersora De Semillas Coneleosoma En El Noroeste Semiarido Argentino,Revista de la Sociedad Entomologica Argentina,
GCUS67DZ,NO,2011,"Guzman, Adriana; Stevenson, Pablo R.",A New Hypothesis for  the Importance of Seed Dispersal in Time,Revista De Biologia Tropical,
DNW8VFXA,NO,2011,"Novoa, Sidney; Cadenillas, Richard; Pacheco, Victor","Dispersion De Semillas Por Murcielagos Frugivoros En Bosques Del Parque Nacional Cerros De Amotape, Tumbes, Peru",Mastozoologia neotropical,
DDVGG9F2,NO,2011,"Pablo Mora, Juan; Soto-Gamboa, Mauricio","Legitimate Seed Dispersal Ugni Molinae Turcz. (myrtaceae), by Monito Del Monte, Dromiciops Gliroides",Gayana Botanica,
WDARUQ94,NO,2010,"Bedoya-Patino, Juan G.; Estevez-Varon, Jaime V.; Castano-Villa, Gabriel J.",Banco De Semillas Del Suelo Y Su Papel En La Recuperacion De Los Bosques Tropicales,Boletin Cientifico. Centro de Museos. Museo de Historia Natural,
FHIT4TEV,NO,2009,"Lessa, Leonardo G.; Costa, Fabiane N.",Food Habits and Seed Dispersal by Thrichomys Apereoides (rodentia: Echimyidae) in A Brazilian Cerrado Reserve,Mastozoologia neotropical,
GN7Q6WJ5,NO,2008,"Rojas-Robles, Rosario; Correa, Adolfo; Serna-Sanchez, Elizabeth","Sombra De Semillas, Supervivencia De Plantulas Y Distribucion Espacial",Actualidades Biologicas,
656V5AJK,NO,2008,"Da Mota Gomes, Veronica Souza; Rodrigues Correia, Maria Celia; de Lima, Heloisa Alves; S. Alves, Maria Alice","Potential Role of Frugivorous Birds (passeriformes) On Seed Dispersal of Six Plant Species in A Restinga Habitat, Southeastern Brazil",Revista De Biologia Tropical,
MH3KIA25,NO,2006,"Carlos Caceres, Nilton; Monteiro-Filho, Emygdio L. A.",The Action of Post-dispersal Beetles (coleoptera: Scarabaeidae) and Ants (hymenoptera: Formicidae) On Scats of Didelphis Spp. (mammalia: Didelphidae),Revista De Biologia Tropical,
XRCHTC2R,NO,2005,"Celedon-Neghme, Constanza; Salgado, Cristian R.; Victoriano, Pedro F.",Preferencias Alimentarias Y Potencial Dispersor Del Lagarto Herbivoro Phymaturus Flagellifer (tropiduridae) En Los Andes,Gayana (Concepcion),10.4067/S0717-65382005000200007
5IBBFIUS,NO,2004,"Godinez-Alvarez, H.",Pollination and Seed Dispersal by Lizards: A Review,Revista Chilena De Historia Natural,
R2E7NFWE,NO,2004,"Link, A.; Stevenson, P. R.","Fruit Dispersal Syndromes in Animal Disseminated Plants at Tinigua National Park, Colombia",Revista Chilena De Historia Natural,
GSFQFQZ9,NO,2002,"Aizen, M. A.; Vazquez, D. P.; Smith-Ramirez, C.",Natural History and Conservation of Plant-animal Mutualisms in the Temperate Forest of Southern South America,Revista Chilena De Historia Natural,
288DRZ2S,NO,2015,"Carvalho, C. da Silva; Ribeiro, M. C.; Cortes, M. C.; Galetti, M.; Collevatti, R. G.",Contemporary and Historic Factors Influence Differently Genetic Differentiation and Diversity in A Tropical Palm,Heredity,10.1038/hdy.2015.30
KWK986BA,NO,2015,"Weigelt, Patrick; Kissling, W. Daniel; Kisel, Yael; Fritz, Susanne A.; Karger, Dirk Nikolaus; Kessler, Michael; Lehtonen, Samuli; Svenning, Jens-Christian; Kreft, Holger",Global Patterns and Drivers of Phylogenetic Structure in Island Floras,Scientific Reports,10.1038/srep12213
P9P5SSJ9,NO,2015,"Soares, Leiza Aparecida S. S.; Faria, Deborah; Velez-Garcia, Felipe; Vieira, Emerson M.; Talora, Daniela C.; Cazetta, Eliana",Implications of Habitat Loss On Seed Predation and Early Recruitment of A Keystone Palm in Anthropogenic Landscapes in the Brazilian Atlantic Rainforest,Plos One,10.1371/journal.pone.0133540
XWJUZRR2,NO,2015,"Soares Oliveira, Tulio Gabriel; Jose, Anderson Cleiton; Ribeiro, Leonardo Monteiro; Rocha Faria, Jose Marcio",Longevity and Germination of Syagrus Romanzoffiana (arecaceae) Seeds and Its Ecological Implications,Revista De Biologia Tropical,
MZPCEJ8W,NO,2015,"Edwards, Peter J.; Fleischer-Dogley, Frauke; Kaiser-Bunbury, Christopher N.","The Nutrient Economy of Lodoicea Maldivica, A Monodominant Palm Producing the World's Largest Seed",New Phytologist,10.1111/nph.13272
C78X3VQT,NO,2015,"Chaves, Oscarm M.; Arroyo-Rodriguez, Victor; Martinez-Ramos, Miguel; Stoner, Kathryne E.",Primate Extirpation From Rainforest Fragments Does Not Appear To Influence Seedling Recruitment,American Journal of Primatology,10.1002/ajp.22364
63KSACGB,NO,2015,"Salm, Rodolfo; Prates, Anderson; Simoes, Nadson Ressye; Feder, Lisa",Palm Community Transitions Along A Topographic Gradient From Floodplain To Terra Firme in the Eastern Amazon,Acta Amazonica,10.1590/1809-4392201401533
JNWNCQTI,NO,2015,"Saro, Isabel; Gonzalez-Perez, Miguel A.; Garcia-Verdugo, Carlos; Sosa, Pedro A.","Patterns of Genetic Diversity in Phoenix Canariensis, A Widespread Oceanic Palm (species) Endemic From the Canarian Archipelago",Tree Genetics & Genomes,10.1007/s11295-014-0815-0
SC98VTIV,NO,2015,"Schor, J.; Farwig, N.; Berens, D. G.",Intensive Land-use and High Native Fruit Availability Reduce Fruit Removal of the Invasive Solanum Mauritianum in South Africa,South African Journal of Botany,10.1016/j.sajb.2014.11.004
BMHW6CIC,NO,2014,"Guedes Braz, Maria Isabel; Quitete Portela, Rita de Cassia; Menezes Cosme, Luiza Helena; Coutinho Marques, Veronica Guimaraes; de Mattos, Eduardo Arcouerde",Germination Niche Breadth Differs in Two Co-occurring Palms of the Atlantic Rainforest,Natureza & Conservacao,10.1016/j.ncon.2014.09.003
WVIBP9A2,NO,2014,"Mengardo, Ana Luisa T.; Pivello, Vania R.",The Effects of An Exotic Palm On A Native Palm During the First Demographic Stages: Contributions To Ecological Management,Acta Botanica Brasilica,10.1590/0102-33062014abb3326
3WMX2VCT,NO,2014,"Souza, Alexandre F.; Forgiarini, Cristiane; Longhi, Solon J.; Oliveira, Juliano M.",Detecting Ecological Groups From Traits: A Classification of Subtropical Tree Species Based On Ecological Strategies,Brazilian Journal of Botany,10.1007/s40415-014-0084-z
G4TPMDIH,NO,2014,"Saro, I.; Robledo-Arnuncio, J. J.; Gonzalez-Perez, M. A.; Sosa, P. A.",Patterns of Pollen Dispersal in A Small Population of the Canarian Endemic Palm (phoenix Canariensis),Heredity,10.1038/hdy.2014.16
R2MQR45M,NO,2014,"Jansen, Patrick A.; Visser, Marco D.; Wright, S. Joseph; Rutten, Gemma; Muller-Landau, Helene C.",Negative Density Dependence of Seed Dispersal and Seedling Recruitment in A Neotropical Palm,Ecology Letters,10.1111/ele.12317
TXF59QUT,NO,2014,"Muler, Ana Elena; Rother, Debora C.; Brancalion, Pedro S.; Naves, Rafaela P.; Rodrigues, Ricardo R.; Pizo, Marco A.",Can Overharvesting of A Non-timber-forest-product Change the Regeneration Dynamics of A Tropical Rainforest? the Case Study of Euterpe Edulis,Forest Ecology and Management,10.1016/j.foreco.2013.09.001
6958PMSE,NO,2014,"Fernandez Otarola, Mauricio; Avalos, Gerardo",Demographic Variation Across Successional Stages and Their Effects On the Population Dynamics of the Neotropical Palm Euterpe Precatoria,American Journal of Botany,10.3732/ajb.1400089
5F9BMN56,NO,2014,"Santin Brancalion, Pedro Henrique; Rodrigues, Ricardo Ribeiro",Seed Size-number Trade-off in Euterpe Edulis in Plant Communities of the Atlantic Forest,Scientia Agricola,
S32K453H,NO,2014,"Rolhauser, Andres G.; Batista, William B.",From Pattern To Process: Estimating Expansion Rates of A Forest Tree Species in A Protected Palm Savanna,Landscape Ecology,10.1007/s10980-014-0029-8
RM7Q3Q8B,NO,2014,"van Lent, Jeffrey; Hernandez-Barrios, Juan C.; Anten, Niels P. R.; Martinez-Ramos, Miguel",Defoliation Effects On Seed Dispersal and Seedling Recruitment in A Tropical Rain Forest Understorey Palm,Journal of Ecology,10.1111/1365-2745.12216
XX7BT9VX,NO,2014,"Federman, Sarah; Hyseni, Chaz; Clement, Wendy; Oatham, Michael P.; Caccone, Adalgisa",Habitat Fragmentation and the Genetic Structure of the Amazonian Palm Mauritia Flexuosa L.F. (arecaceae) On the Island of Trinidad,Conservation Genetics,10.1007/s10592-013-0543-2
RVSKMJ87,NO,2014,"Rosa, Roxaneh Khorsand; Barbosa, Reinaldo Imbrozio; Koptur, Suzanne",Which Factors Explain Reproductive Output of Mauritia Flexuosa (arecaceae) in Forest and Savanna Habitats of Northern Amazonia?,International Journal of Plant Sciences,10.1086/674446
XJUKU4XQ,NO,2014,"Silva, Renata Santana; Ribeiro, Leonardo Monteiro; Mercadante-Simoes, Maria Olivia; Ferreira Nunes, Yule Roberta; Nascimento Lopes, Paulo Sergio","Seed Structure and Germination in Buriti (mauritia Flexuosa), the Swamp Palm",Flora,10.1016/j.flora.2014.08.012
MQP37VDS,NO,2013,"van Breugel, Michiel; Hall, Jefferson S.; Craven, Dylan; Bailon, Mario; Hernandez, Andres; Abbene, Michele; van Breugel, Paulo",Succession of Ephemeral Secondary Forests and Their Limited Role for  the Conservation of Floristic Diversity in A Human-modified Tropical Landscape,Plos One,10.1371/journal.pone.0082433
H47ANEU3,NO,2013,"Myers, Ronald L.",Phenology and Growth of Raphia Taedigera (arecaceae) in Northeastern Costa Rica Wetlands,Revista De Biologia Tropical,
HXIEC9H4,NO,2013,"Avalos, Gerardo; Fernandez Otarola, Mauricio; Engeln, James Theodore","Successional Stage, Fragmentation and Exposure To Extraction Influence the Population Structure of Euterpe Precatoria (arecaeae)",Revista De Biologia Tropical,
HV62ZUZD,NO,2013,"Zhou, Youbing; Newman, Chris; Xie, Zongqiang; Macdonald, DavidW",Peduncles Elicit Large-mammal Endozoochory in A Dry-fruited Plant,Annals of Botany,10.1093/aob/mct096
VN4KHSSU,NO,2013,"Kurten, Erin L.",Cascading Effects of Contemporaneous Defaunation On Tropical Forest Communities,Biological Conservation,10.1016/j.biocon.2013.04.025
TE5ZC7VG,NO,2013,"Reider, Kelsey E.; Carson, Walter P.; Donnelly, Maureen A.","Effects of Collared Peccary (pecan Tajacu) Exclusion On Leaf Litter Amphibians and Reptiles in A Neotropical Wet Forest, Costa Rica",Biological Conservation,10.1016/j.biocon.2012.12.015
8PA85CUW,NO,2013,"Freire, Caio Castro; Closet, Melissa Bars; Hasui, Erica; Ramos, Flavio Nunes","Reproductive Phenology, Seed Dispersal and Seed Predation in Syagrus Romanzoffiana in A Highly Fragmented Landscape",Annales Botanici Fennici,
339B9BNN,NO,2013,"Cifuentes, Lucas; Moreno, Flavio; Andres Arango, Diego",Phenology of Euterpe Oleracea (arecaceae) in Flooded Forests of Choco Biogeografico Region,Revista Mexicana De Biodiversidad,10.7550/rmb.30326
9GUNQPQD,NO,2013,"Kumagai, Leonardo; Hanazaki, Natalia",Ethnobotanical and Ethnoecological Study of Butia Catarinensis Noblick & Lorenzi: Contributions To the Conservation of An Endangered Area in Southern Brazil,Acta Botanica Brasilica,
6F2343HM,NO,2013,"Maruyama, Pietro K.; Borges, Mariana R.; Silva, Paulo A.; Burns, Kevin C.; Melo, Celine",Avian Frugivory in Miconia (melastomataceae): Contrasting Fruiting Times Promote Habitat Complementarity Between Savanna and Palm Swamp,Journal of Tropical Ecology,10.1017/S0266467413000138
RZMKKFAH,NO,2013,"Puechagut, Patricia B.; Politi, Natalia; Bellis, Laura M.; Rivera, Luis O.",A Disappearing Oasis in the Semi-arid Chaco: Deficient Palm Regeneration and Establishment,Journal for Nature Conservation,10.1016/j.jnc.2012.09.001
AEPMH7RK,NO,2013,"Rother, Debora Cristina; Jordano, Pedro; Rodrigues, Ricardo Ribeiro; Pizo, Marco Aurelio",Demographic Bottlenecks in Tropical Plant Regeneration: A Comparative Analysis of Causal Influences,Perspectives in Plant Ecology Evolution and Systematics,10.1016/j.ppees.2012.12.004
8DMUCU4Q,NO,2013,"Estrada, Alejandro","Socioeconomic Contexts of Primate Conservation: Population, Poverty, Global Economic Demands, and Sustainable Land Use",American Journal of Primatology,10.1002/ajp.22080
PZVIBD9S,NO,2012,"Ottewell, K.; Grey, E.; Castillo, F.; Karubian, J.","The Pollen Dispersal Kernel and Mating System of An Insect-pollinated Tropical Palm, Oenocarpus Bataua",Heredity,10.1038/hdy.2012.40
G3B75APE,NO,2012,"Nazareno, Alison Goncalves; dos Reis, Mauricio Sedrez",Linking Phenology To Mating System: Exploring the Reproductive Biology of the Threatened Palm Species Butia Eriospatha,Journal of Heredity,10.1093/jhered/ess070
67UX9MFR,NO,2012,"Bobrov, Alexey V. F. Ch; Lorence, David H.; Romanov, Mikhail S.; Romanova, Ekaterina S.",Fruit Development and Pericarp Structure in Nypa Fruticans Wurmb (arecaceae): A Comparison With Other Palms,International Journal of Plant Sciences,10.1086/666668
D2WABM2Q,NO,2012,"Knoerr, U. C.; Gottsberger, G.",Differences in Seed Rain Composition in Small and Large Fragments in the Northeast Brazilian Atlantic Forest,Plant Biology,10.1111/j.1438-8677.2011.00558.x
2X93Q4QB,NO,2012,"Giroldo, Aelton Biasi; Terra Nascimento, Andre R.; Ferreira Silva, Pedro Paulo; Pinho Junior, Gastao Viegas",Population Structure and Density of Attalea Phalerata Mart. Ex Spreng. (arecaceae) in A Semideciduous Forest,Revista Arvore,
VWVCB86N,NO,2012,"Kristiansen, Thea; Svenning, Jens-Christian; Eiserhardt, Wolf L.; Pedersen, Dennis; Brix, Hans; Kristiansen, Soren Munch; Knadel, Maria; Grandez, Cesar; Balslev, Henrik",Environment Versus Dispersal in the Assembly of Western Amazonian Palm Communities,Journal of Biogeography,10.1111/j.1365-2699.2012.02689.x
MA2IVZDS,NO,2012,"Terral, Jean-Frederic; Newton, Claire; Ivorra, Sarah; Gros-Balthazard, Muriel; de Morais, Claire Tito; Picq, Sandrine; Tengberg, Margareta; Pintaud, Jean-Christophe",Insights Into the Historical Biogeography of the Date Palm (phoenix Dactylifera L.) Using Geometric Morphometry of Modern and Ancient Seeds,Journal of Biogeography,10.1111/j.1365-2699.2011.02649.x
MAGN379D,NO,2012,"Andreazzi, Cecilia S.; Pires, Alexandra S.; Pimenta, Clarissa S.; Fernandez, Fernando A. S.",Increased Female Reproduction Favours the Large-seeded Palm Attalea Humilis in Small Atlantic Forest Fragments,Journal of Tropical Ecology,10.1017/S0266467412000089
GGG9SDXA,NO,2012,"Correa, Christiane E.; Fischer, Erich; dos Santos, Flavio A. M.","Seed Banks On Attalea Phalerata (arecaceae) Stems in the Pantanal Wetland, Brazil",Annals of Botany,10.1093/aob/mcr317
Z6UCG5MJ,NO,2012,"da Silva, F. R.; Begnini, R. M.; Lopes, B. C.; Castellani, T. T.","Temporal Variation in Seed Predation by Insects in A Population of Syagrus Romanzoffiana (arecaceae) in Santa Catarina Island, Sc, Brazil",Neotropical Entomology,10.1007/s13744-011-0002-z
Z4MSRMGX,NO,2012,"Mengardo, Ana L. T.; Figueiredo, Cristiano L.; Tambosi, Leandro R.; Pivello, Vania R.",Comparing the Establishment of An Invasive and An Endemic Palm Species in the Atlantic Rainforest,Plant Ecology & Diversity,10.1080/17550874.2012.735271
STDN5J5D,NO,2012,"Carlile, Nicholas; Priddel, David; Auld, Tony D.; Morrison, David A.",Determining the Factors Affecting Seed Germination in Livistona Australis (arecaceae) for  the Recovery of Fragmented Populations,Australian Journal of Botany,10.1071/BT12056
3PAZ3DP8,NO,2012,"Mengardo, Ana Luisa; Pivello, Vania Regina","Phenology and Fruit Traits of Archontophoenix Cunninghamiana, An Invasive Palm Tree in the Atlantic Forest of Brazil",Ecotropica,
ZCWM75V9,NO,2011,"Eiserhardt, Wolf L.; Svenning, Jens-Christian; Kissling, W. Daniel; Balslev, Henrik",Geographical Ecology of the Palms (arecaceae): Determinants of Diversity and Distributions Across Spatial Scales,Annals of Botany,10.1093/aob/mcr146
Q4UZFHT8,NO,2011,"Dunham, Amy E.","Soil Disturbance by Vertebrates Alters Seed Predation, Movement and Germination in An African Rain Forest",Journal of Tropical Ecology,10.1017/S0266467411000344
9WXMEPQM,NO,2011,"Rolhauser, Andres G.; Chaneton, Enrique J.; Batista, William B.",Influence of Conspecific and Heterospecific Adults On Riparian Tree Species Establishment During Encroachment of A Humid Palm Savanna,Oecologia,10.1007/s00442-011-1957-5
VCTM6WDB,NO,2011,"Shiels, Aaron B.",Frugivory by Introduced Black Rats (rattus Rattus) Promotes Dispersal of Invasive Plant Seeds,Biological Invasions,10.1007/s10530-010-9868-7
B33BTZHW,NO,2011,"Fleischer-Dogley, Frauke; Kettle, Chris J.; Edwards, Peter J.; Ghazoul, Jaboury; Maeaettaenen, Kirsti; Kaiser-Bunbury, Christopher N.",Morphological and Genetic Differentiation in Populations of the Dispersal-limited Coco De Mer (lodoicea Maldivica): Implications for  Management and Conservation,Diversity and Distributions,10.1111/j.1472-4642.2010.00732.x
PJCXTMJQ,NO,2011,"Fedriani, Jose M.; Delibes, Miguel",Dangerous Liaisons Disperse the Mediterranean Dwarf Palm: Fleshy-pulp Defensive Role Against Seed Predators,Ecology,10.1890/09-2194.1
6PZN6VZN,NO,2011,"Dracxler, Caroline M.; Pires, Alexandra S.; Fernandez, Fernando A. S.",Invertebrate Seed Predators Are Not All the Same: Seed Predation by Bruchine and Scolytine Beetles Affects Palm Recruitment in Different Ways,Biotropica,10.1111/j.1744-7429.2010.00723.x
4XX5GXWG,NO,2010,"Thompson, Sally; Alvarez-Loayza, Patricia; Terborgh, John; Katul, Gabriel",The Effects of Plant Pathogens On Tree Recruitment in the Western Amazon Under A Projected Future Climate: A Dynamical Systems Analysis,Journal of Ecology,10.1111/j.1365-2745.2010.01726.x
4K4KXJCN,NO,2010,"Nakashima, Yoshihiro; Inoue, Eiji; Inoue-Murayama, Miho; Abd Sukor, Jum Rafiah","Functional Uniqueness of A Small Carnivore As Seed Dispersal Agents: A Case Study of the Common Palm Civets in the Tabin Wildlife Reserve, Sabah, Malaysia",Oecologia,10.1007/s00442-010-1714-1
2RC4ZKUU,NO,2010,"Wehncke, Elisabet V.; Lopez-Medellin, Xavier; Ezcurra, Exequiel","Blue Fan Palm Distribution and Seed Removal Patterns in Three Desert Oases of Northern Baja California, Mexico",Plant Ecology,10.1007/s11258-009-9682-4
WIAQCTSI,NO,2010,"Karubian, Jordan; Sork, Victoria L.; Roorda, Tessa; Duraes, Renata; Smith, Thomas B.",Destination-based Seed Dispersal Homogenizes Genetic Structure of A Tropical Palm,Molecular Ecology,10.1111/j.1365-294X.2010.04600.x
VRW4F33K,NO,2010,"Aguiar, Antonio Venceslau; Tabarelli, Marcelo",Edge Effects and Seedling Bank Depletion: the Role Played by the Early Successional Palm Attalea Oleifera (arecaceae) in the Atlantic Forest,Biotropica,10.1111/j.1744-7429.2009.00555.x
ZRI6UDZC,NO,2010,"Vieira, Fabio de Almeida; de Carvalho, Dulcineia; Higuchi, Pedro; Mendonca Machado, Evandro Luiz; dos Santos, Rubens Manoel",Spatial Pattern and Fine-scale Genetic Structure Indicating Recent Colonization of the Palm Euterpe Edulis in A Brazilian Atlantic Forest Fragment,Biochemical Genetics,10.1007/s10528-009-9298-3
N4UMS8W9,NO,2010,"Roberto, G. G.; Habermann, G.","Morphological and Physiological Responses of the Recalcitrant Euterpe Edulis Seeds To Light, Temperature and Gibberellins",Seed Science and Technology,
5TNUFPHK,NO,2009,"Donatti, Camila I.; Guimaraes, Paulo R.; Galetti, Mauro",Seed Dispersal and Predation in the Endemic Atlantic Rainforest Palm Astrocaryum Aculeatissimum Across A Gradient of Seed Disperser Abundance,Ecological Research,10.1007/s11284-009-0601-x
4PTRM67K,NO,2009,"Cibrian-Jaramillo, Angelica; Bacon, Christine D.; Garwood, Nancy C.; Bateman, Richard M.; Thomas, Meredith M.; Russell, Steve; Bailey, C. Donovan; Hahn, William J.; Bridgewater, Samuel G. M.; DeSalle, Rob",Population Genetics of the Understory Fishtail Palm Chamaedorea Ernesti-augusti in Belize: High Genetic Connectivity With Local Differentiation,Bmc Genetics,10.1186/1471-2156-10-65
K3JJUIG4,NO,2009,"Wehncke, E. V.; Medellin, X. L.; Ezcurra, E.","Patterns of Frugivory, Seed Dispersal and Predation of Blue Fan Palms (brahea Armata) in Oases of Northern Baja California",Journal of Arid Environments,10.1016/j.jaridenv.2009.03.007
6UKIAFUW,NO,2009,"Norden, Natalia; Chazdon, Robin L.; Chao, Anne; Jiang, Yi-Huei; Vilchez-Alvarado, Braulio",Resilience of Tropical Rain Forests: Tree Community Reassembly in Secondary Forests,Ecology Letters,10.1111/j.1461-0248.2009.01292.x
I2QTB27X,NO,2009,"Holzman, J. P.; Bohonak, A. J.; Kirkendall, L. R.; Gottlieb, D.; Harari, A. R.; Kelley, S. T.",Inbreeding Variability and Population Structure in the Invasive Haplodiploid Palm-seed Borer (coccotrypes Dactyliperda),Journal of Evolutionary Biology,10.1111/j.1420-9101.2009.01722.x
DCSQN5U3,NO,2009,"Svenning, Jens-Christian; Harlev, Dorthea; Sorensen, Marianne Moesgaard; Balslev, Henrik","Topographic and Spatial Controls of Palm Species Distributions in A Montane Rain Forest, Southern Ecuador",Biodiversity and Conservation,10.1007/s10531-008-9468-3
N59PFA5I,NO,2009,"Brancalion, Pedro H. S.; Gabriel, Vagner de A.; Gomez, Jose M.",Do Terrestrial Tank Bromeliads in Brazil Create Safe Sites for  Palm Establishment Or Act As Natural Traps for  Its Dispersed Seeds ?,Biotropica,10.1111/j.1744-7429.2008.00475.x
NVD87PWG,NO,2009,"Sesnie, Steven E.; Finegan, Bryan; Gessler, Paul E.; Ramos, Zayra",Landscape-scale Environmental and Floristic Variation in Costa Rican Old-growth Rain Forest Remnants,Biotropica,10.1111/j.1744-7429.2008.00451.x
MV78KSFM,NO,2009,"Alvarez-Clare, Silvia; Kitajima, Kaoru",Susceptibility of Tree Seedlings To Biotic and Abiotic Hazards in the Understory of A Moist Tropical Forest in Panama,Biotropica,10.1111/j.1744-7429.2008.00442.x
EXIKAUMH,NO,2008,"Ewel, John J.; Julia Mazzarino, Maria",Competition From Below for  Light and Nutrients Shifts Productivity Among Tropical Species,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.0807216105
C2RGPVI2,NO,2008,"Brum, Heloisa D.; Nascimento, Henrique E. M.; Laurance, William F.; Andrade, Ana C. S.; Laurance, Susan G.; Luiza, Regina C. C.",Rainforest Fragmentation and the Demography of the Economically Important Palm Oenocarpus Bacaba in Central Amazonia,Plant Ecology,10.1007/s11258-008-9425-y
UIH646SN,NO,2008,"Mari, Lorenzo; Casagrandi, Renato; Gatto, Marino; Avgar, Tal; Nathan, Ran",Movement Strategies of Seed Predators As Determinants of Plant Recruitment Patterns,American Naturalist,10.1086/591687
EMJBWFR3,NO,2008,"Galetti, Mauro; Donatti, Camila I.; Pizo, Marco Aurelio; Giacomini, Henrique C.","Big Fish Are the Best: Seed Dispersal of Bactris Glaucescens by the Pacu Fish (piaractus Mesopotamicus) in the Pantanal, Brazil",Biotropica,10.1111/j.1744-7429.2007.00378.x
78AIR76Z,NO,2008,"Adler, Gregory H.; Lambert, Thomas D.",Spatial and Temporal Variation in the Fruiting Phenology of Palms in Isolated Stands,Plant Species Biology,10.1111/j.1442-1984.2008.00202.x
PG2RU4VW,NO,2007,"Sezen, Uzay U.; Chazdon, Robin L.; Holsinger, Kent E.",Multigenerational Genetic Analysis of Tropical Secondary Regeneration in A Canopy Palm,Ecology,10.1890/06-1084.1
T73GX43E,NO,2007,"Lopez, Lawrence; Terborgh, John",Seed Predation and Seedling Herbivory As Factors in Tree Recruitment Failure On Predator-free Forested Islands,Journal of Tropical Ecology,10.1017/S0266467406003828
9BDUH2EP,NO,2007,"Pulido, Maria T.; Valverde, Teresa; Caballero, Javier","Variation in the Population Dynamics of the Palm Sabal Yapa in A Landscape Shaped by Shifting Cultivation in the Yucatan Peninsula, Mexico",Journal of Tropical Ecology,10.1017/S0266467406003877
3VSWDUHF,NO,2006,"Rios, Rodrigo S.; Pacheco, Luis F.",The Effect of Dung and Dispersal On Postdispersal Seed Predation of Attalea Phalerata (arecaceae) by Bruchid Beetles,Biotropica,10.1111/j.1744-7429.2006.00209.x
R92S6ZH9,NO,2006,"Laube, Stefan; Zotz, Gerhard",Long-term Changes of the Vascular Epiphyte Assemblage On the Palm Socratea Exorrhiza in A Lowland Forest in Panama,Journal of Vegetation Science,10.1111/j.1654-1103.2006.tb02450.x
AGXCCC8B,NO,2006,"Pizo, Marco A.; Von Allmen, Christiane; Morellato, L. Patricia C.",Seed Size Variation in the Palm Euterpe Edulis and the Effects of Seed Predators On Germination and Seedling Survival,Acta Oecologica-International Journal of Ecology,10.1016/j.actao.2005.11.011
PG92WACF,NO,2006,"Galetti, M.; Donatti, C. I.; Pires, A. S.; Guimaraes, P. R.; Jordano, P.",Seed Survival and Dispersal of An Endemic Atlantic Forest Palm: the Combined Effects of Defaunation and Forest Fragmentation,Botanical Journal of the Linnean Society,10.1111/j.1095-8339.2006.00529.x
NGV4WJZJ,NO,2005,"Salm, Rodolfo",Arborescent Palm Seed Morphology and Seedling Distribution.,Brazilian journal of biology = Revista brasleira de biologia,10.1590/S1519-69842005000400018
IVHQJUGB,NO,2005,"Luna, R.; Epperson, B. K.; Oyama, K.",Spatial Genetic Structure of Two Sympatric Neotropical Palms With Contrasting Life Histories,Heredity,10.1038/sj.hdy.6800655
S4VWGF8P,NO,2005,"Boll, T.; Svenning, J. C.; Vormisto, J.; Normand, S.; Grandez, C.; Balslev, H.",Spatial Distribution and Environmental Preferences of the Piassaba Palm Aphandra Natalia (arecaceae) Along the Pastaza and Urituyacu Rivers in Peru,Forest Ecology and Management,10.1016/j.foreco.2005.03.020
EXECUESB,NO,2005,"Guimaraes, P. R.; Lopes, P. F. M.; Lyra, M. L.; Muriel, A. P.",Fleshy Pulp Enhances the Location of Syagrus Romanzoffiana (arecaceae) Fruits by Seed-dispersing Rodents in An Atlantic Forest in South-eastern Brazil,Journal of Tropical Ecology,10.1017/S0266467404001932
